fdc_id,food_name,description,calories,protein_g,fat_g,carbs_g,sugar_g,fiber_g,sodium_mg,potassium_mg,phosphorus_mg,canonical_name,gi_value,gi_category,gi_match_type
174639,cereals ready-to-eat,"cereals ready-to-eat, uncle sam cereal",346.0,15.98,11.6,65.78,1.56,20.3,206.0,446.0,374.0,cereals ready-to-eat,,unknown,unmatched
174640,cereals,"cereals, quaker, quick oats with iron, dry",371.0,13.7,6.87,68.18,1.42,9.4,3.0,358.0,458.0,cereals,,unknown,unmatched
174641,cereals,"cereals, quaker, whole wheat natural cereal, dry",333.0,11.8,2.0,74.8,2.0,9.9,8.0,502.0,406.0,cereals,,unknown,unmatched
174642,cereals ready-to-eat,"cereals ready-to-eat, malt-o-meal, honey buzzers",379.0,3.45,1.72,89.66,37.93,3.4,759.0,121.0,69.0,cereals ready-to-eat,,unknown,unmatched
174643,cereals ready-to-eat,"cereals ready-to-eat, malt-o-meal, golden puffs",370.0,5.77,0.89,89.72,51.34,2.6,204.0,204.0,222.0,cereals ready-to-eat,,unknown,unmatched
174644,cereals ready-to-eat,"cereals ready-to-eat, mom's best, honey nut toasty o's",388.0,8.6,4.51,79.84,30.17,6.3,683.0,241.0,315.0,cereals ready-to-eat,,unknown,unmatched
174645,cereals ready-to-eat,"cereals ready-to-eat, malt-o-meal, apple zings",390.0,4.51,2.71,87.3,44.61,2.3,454.0,96.0,61.0,cereals ready-to-eat,,unknown,unmatched
174646,cereals ready-to-eat,"cereals ready-to-eat, malt-o-meal, cinnamon toasters",425.0,3.32,12.06,78.33,32.86,5.0,473.0,157.0,250.0,cereals ready-to-eat,,unknown,unmatched
174647,cereals ready-to-eat,"cereals ready-to-eat, malt-o-meal, cocoa dyno-bites",397.0,4.15,3.43,87.93,43.15,1.1,534.0,181.0,69.0,cereals ready-to-eat,,unknown,unmatched
174648,cereals ready-to-eat,"cereals ready-to-eat, ralston corn flakes",384.0,5.9,0.91,88.01,7.84,2.7,571.0,107.0,33.0,cereals ready-to-eat,,unknown,unmatched
174649,cereals ready-to-eat,"cereals ready-to-eat, ralston crispy hexagons",379.0,5.94,0.95,86.78,13.79,1.5,517.0,224.0,63.0,cereals ready-to-eat,,unknown,unmatched
174651,cereals,"cereals, malt-o-meal, original, plain, prepared with water, without salt",48.0,1.67,0.09,10.09,0.13,0.3,0.0,14.0,22.0,cereals,,unknown,unmatched
174652,cereals ready-to-eat,"cereals ready-to-eat, quaker, christmas crunch",397.0,4.44,4.83,85.92,44.31,2.6,724.0,186.0,168.0,cereals ready-to-eat,,unknown,unmatched
174653,cereals ready-to-eat,"cereals ready-to-eat, post selects maple pecan crunch",413.0,8.5,8.7,77.4,22.5,7.4,239.0,274.0,259.0,cereals ready-to-eat,,unknown,unmatched
174654,cereals ready-to-eat,"cereals ready-to-eat, nature's path, organic flax plus, pumpkin granola",467.0,11.23,18.33,66.1,18.17,8.4,74.0,291.0,323.0,cereals ready-to-eat,,unknown,unmatched
174655,cereals,"cereals, cream of wheat, 2 1/2 minute cook time, dry",355.0,11.61,1.41,71.79,0.47,4.4,328.0,160.0,398.0,cereals,,unknown,unmatched
174656,incaparina,"incaparina, dry mix (corn and soy flours), unprepared",379.0,21.75,5.58,60.53,0.0,9.9,4.0,1030.0,530.0,incaparina,,unknown,unmatched
174657,cereals ready-to-eat,"cereals ready-to-eat, quaker, cap'n crunch's halloween crunch",402.0,4.41,5.66,85.14,43.82,2.5,719.0,185.0,167.0,cereals ready-to-eat,,unknown,unmatched
174658,cereals ready-to-eat,"cereals ready-to-eat, quaker, natural granola apple cranberry almond",418.0,9.21,11.06,74.73,27.43,9.9,47.0,444.0,334.0,cereals ready-to-eat,,unknown,unmatched
174659,cereals ready-to-eat,"cereals ready-to-eat, quaker, maple brown sugar life cereal",373.0,9.17,4.06,78.86,24.9,6.3,477.0,262.0,389.0,cereals ready-to-eat,,unknown,unmatched
174660,cereals,"cereals, quaker, instant oatmeal organic, regular",367.0,16.0,6.3,67.0,1.0,9.8,4.0,350.0,474.0,cereals,,unknown,unmatched
174661,cereals,"cereals, quaker, instant oatmeal, fruit and cream, variety of flavors, reduced sugar",376.0,10.16,7.46,71.57,17.66,8.3,559.0,339.0,359.0,cereals,,unknown,unmatched
174662,cereals,"cereals, quaker, instant oatmeal, apple and cinnamon, reduced sugar",358.0,10.29,5.64,72.17,17.78,9.7,535.0,389.0,357.0,cereals,,unknown,unmatched
174663,cereals ready-to-eat,"cereals ready-to-eat, post, honey bunches of oats, pecan bunches",399.0,7.0,5.4,82.0,21.9,5.2,483.0,177.0,140.0,cereals ready-to-eat,,unknown,unmatched
174664,cereals ready-to-eat,"cereals ready-to-eat, malt-o-meal, chocolate marshmallow mateys",392.0,3.5,3.67,88.18,55.45,2.5,368.0,183.0,85.0,cereals ready-to-eat,,unknown,unmatched
174667,fruit cocktail,"fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, water pack, solids and liquids",32.0,0.42,0.05,8.51,7.51,1.0,4.0,94.0,11.0,fruit cocktail,,unknown,unmatched
174668,fruit cocktail,"fruit cocktail, (peach and pineapple and pear and grape and cherry), canned, juice pack, solids and liquids",46.0,0.46,0.01,11.86,10.86,1.0,4.0,95.0,14.0,fruit cocktail,,unknown,unmatched
174669,fruit salad,"fruit salad, (peach and pear and apricot and pineapple and cherry), canned, water pack, solids and liquids",30.0,0.35,0.07,7.87,0.0,1.0,3.0,78.0,9.0,fruit salad,,unknown,unmatched
174670,fruit salad,"fruit salad, (peach and pear and apricot and pineapple and cherry), canned, juice pack, solids and liquids",50.0,0.51,0.03,13.05,0.0,1.0,5.0,116.0,14.0,fruit salad,,unknown,unmatched
174671,fruit salad,"fruit salad, (peach and pear and apricot and pineapple and cherry), canned, light syrup, solids and liquids",58.0,0.34,0.07,15.14,0.0,1.0,6.0,82.0,9.0,fruit salad,,unknown,unmatched
174672,fruit salad,"fruit salad, (peach and pear and apricot and pineapple and cherry), canned, extra heavy syrup, solids and liquids",88.0,0.33,0.06,22.77,0.0,1.0,5.0,80.0,9.0,fruit salad,,unknown,unmatched
174673,grapefruit,"grapefruit, raw, pink and red, all areas",42.0,0.77,0.14,10.66,6.89,1.6,0.0,135.0,18.0,grapefruit,,unknown,unmatched
174674,grapefruit,"grapefruit, raw, pink and red, california and arizona",37.0,0.5,0.1,9.69,0.0,0.0,1.0,147.0,12.0,grapefruit,,unknown,unmatched
174675,grapefruit,"grapefruit, raw, pink and red, florida",30.0,0.55,0.1,7.5,0.0,1.1,0.0,127.0,9.0,grapefruit,,unknown,unmatched
174676,grapefruit,"grapefruit, raw, white, all areas",33.0,0.69,0.1,8.41,7.31,1.1,0.0,148.0,8.0,grapefruit,,unknown,unmatched
174677,grapefruit,"grapefruit, raw, white, california",37.0,0.88,0.1,9.09,0.0,0.0,0.0,143.0,12.0,grapefruit,,unknown,unmatched
174686,guava sauce,"guava sauce, cooked",36.0,0.32,0.14,9.48,5.88,3.6,4.0,225.0,11.0,guava sauce,,unknown,unmatched
174687,jackfruit,"jackfruit, raw",95.0,1.72,0.64,23.25,19.08,1.5,2.0,448.0,21.0,jackfruit,,unknown,unmatched
174778,snacks,"snacks, popcorn, microwave, low fat",424.0,12.6,9.5,72.0,0.92,14.2,629.0,241.0,264.0,snacks,,unknown,unmatched
174779,snacks,"snacks, candy rolls, yogurt-covered, fruit flavored with high vitamin c",359.0,0.46,6.53,74.64,39.15,3.3,8.0,100.0,18.0,snacks,,unknown,unmatched
174780,formulated bar,"formulated bar, mars snackfood us, snickers marathon chewy chocolate peanut bar",396.0,24.29,13.12,47.24,32.86,2.5,462.0,,455.0,formulated bar,,unknown,unmatched
174781,formulated bar,"formulated bar, mars snackfood us, snickers marathon multigrain crunch bar",422.0,18.49,13.18,57.27,33.04,2.8,418.0,,455.0,formulated bar,,unknown,unmatched
174782,formulated bar,"formulated bar, mars snackfood us, cocoavia, chocolate almond snack bar",347.0,7.72,14.19,51.68,27.03,5.2,260.0,,,formulated bar,,unknown,unmatched
174783,snacks,"snacks, sweet potato chips, unsalted",532.0,2.94,32.35,56.82,8.82,8.8,35.0,925.0,145.0,snacks,,unknown,unmatched
174784,snacks,"snacks, fritolay, sunchips, multigrain snack, original flavor",491.0,7.95,21.11,67.26,7.2,8.8,423.0,232.0,222.0,snacks,,unknown,unmatched
174785,snacks,"snacks, popcorn, microwave, regular (butter) flavor, made with partially hydrogenated oil",557.0,7.5,34.02,55.16,0.55,10.0,764.0,240.0,251.0,snacks,,unknown,unmatched
174786,formulated bar,"formulated bar, mars snackfood us, snickers marathon protein performance bar, caramel nut rush",415.0,25.0,12.5,50.5,28.75,12.5,238.0,188.0,375.0,formulated bar,,unknown,unmatched
174787,formulated bar,"formulated bar, luna bar, nutz over chocolate",403.0,20.75,12.19,52.49,16.9,4.3,386.0,412.0,785.0,formulated bar,,unknown,unmatched
174788,snacks,"snacks, fritolay, sunchips, multigrain, french onion flavor",496.0,8.68,22.15,65.49,8.82,7.8,467.0,257.0,215.0,snacks,,unknown,unmatched
174789,snacks,"snacks, fritolay, sunchips, multigrain snack, harvest cheddar flavor",491.0,8.08,22.22,64.7,7.05,8.1,705.0,238.0,245.0,snacks,,unknown,unmatched
174790,pretzels,"pretzels, soft, unsalted",345.0,8.2,3.1,71.04,0.25,1.7,252.0,88.0,79.0,pretzels,,unknown,unmatched
174791,snacks,"snacks, vegetable chips, hain celestial group, terra chips",517.0,4.13,29.81,57.97,9.75,10.9,246.0,1266.0,198.0,snacks,,unknown,unmatched
174792,formulated bar,"formulated bar, zone perfect classic crunch bar, mixed flavors",426.0,30.0,14.0,45.0,27.0,2.0,444.0,250.0,300.0,formulated bar,,unknown,unmatched
174793,snacks,"snacks, granola bar, kashi golean, chewy, mixed flavors",390.0,16.67,7.69,63.42,42.31,7.7,321.0,429.0,255.0,snacks,,unknown,unmatched
174794,snacks,"snacks, granola bar, kashi tlc bar, chewy, mixed flavors",429.0,18.57,15.71,53.26,17.14,11.4,293.0,415.0,271.0,snacks,,unknown,unmatched
174795,snacks,"snacks, granola bars, quaker oatmeal to go, all flavors",389.0,6.67,6.67,75.47,31.54,4.6,367.0,238.0,167.0,snacks,,unknown,unmatched
174796,snacks,"snacks, vegetable chips, made from garden vegetables",473.0,5.32,23.3,60.43,4.04,4.7,412.0,838.0,130.0,snacks,,unknown,unmatched
174797,snacks,"snacks, granola bar, kashi tlc bar, crunchy, mixed flavors",446.0,15.0,15.0,62.78,20.0,10.0,400.0,545.0,333.0,snacks,,unknown,unmatched
174798,snacks,"snacks, candy bits, yogurt covered with vitamin c",415.0,0.0,7.5,86.9,65.0,0.2,75.0,338.0,190.0,snacks,,unknown,unmatched
174799,snacks,"snacks, clif bar, mixed flavors",346.0,14.71,5.88,65.44,31.62,7.4,195.0,412.0,294.0,snacks,,unknown,unmatched
174800,snacks,"snacks, granola bar, quaker, chewy, 90 calorie bar",408.0,4.17,8.33,79.17,29.17,4.2,313.0,224.0,152.0,snacks,,unknown,unmatched
174801,snacks,"snacks, granola bar, general mills nature valley, sweet&salty nut, peanut",487.0,9.14,22.86,61.14,33.14,2.9,414.0,390.0,272.0,snacks,,unknown,unmatched
174802,snacks,"snacks, granola bar, general mills, nature valley, with yogurt coating",423.0,5.71,11.43,74.29,40.0,4.4,271.0,168.0,191.0,snacks,,unknown,unmatched
174803,snack,"snack, mixed berry bar",383.0,13.16,10.53,58.84,26.32,7.9,447.0,446.0,343.0,snack,,unknown,unmatched
174804,snacks,"snacks, potato chips, made from dried potatoes (preformed), multigrain",505.0,5.3,24.74,65.34,4.08,2.7,544.0,330.0,127.0,snacks,,unknown,unmatched
174805,snacks,"snacks, potato chips, lightly salted",560.0,6.72,35.39,53.54,0.34,4.2,187.0,1304.0,148.0,snacks,,unknown,unmatched
174806,snacks,"snacks, pretzels, gluten- free made with cornstarch and potato flour",389.0,3.52,6.67,78.62,4.22,3.3,1567.0,69.0,21.0,snacks,,unknown,unmatched
174807,soup,"soup, egg drop, chinese restaurant",27.0,1.16,0.61,4.29,0.09,0.4,370.0,22.0,15.0,soup,,unknown,unmatched
174808,soup,"soup, hot and sour, chinese restaurant",39.0,2.58,1.21,4.35,0.42,0.5,376.0,55.0,32.0,soup,,unknown,unmatched
174809,beverages,"beverages, the coca-cola company, nos zero, energy drink, sugar-free with guarana, fortified with vitamins b6 and b12",4.0,0.0,0.0,1.03,0.0,0.0,85.0,0.0,0.0,beverages,,unknown,unmatched
174810,alcoholic beverage,"alcoholic beverage, whiskey sour, canned",119.0,0.0,0.0,13.4,0.0,0.1,44.0,11.0,6.0,alcoholic beverage,,unknown,unmatched
174811,beverages,"beverages, whiskey sour mix, bottled",87.0,0.1,0.1,21.4,21.4,0.0,102.0,28.0,6.0,beverages,,unknown,unmatched
174812,alcoholic beverage,"alcoholic beverage, whiskey sour, prepared from item 14028",153.0,0.06,0.06,12.82,12.78,0.0,61.0,18.0,5.0,alcoholic beverage,,unknown,unmatched
174813,beverages,"beverages, abbott, eas soy protein powder",405.0,47.62,3.57,43.94,40.48,0.0,452.0,714.0,441.0,beverages,,unknown,unmatched
174814,beverages,"beverages, cytosport, muscle milk, ready-to-drink",52.0,5.87,2.17,2.28,0.78,0.2,95.0,198.0,101.0,beverages,,unknown,unmatched
174815,alcoholic beverage,"alcoholic beverage, distilled, all (gin, rum, vodka, whiskey) 80 proof",231.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,4.0,alcoholic beverage,,unknown,unmatched
174816,beverages,"beverages, ocean spray, cran-energy, cranberry energy juice drink",15.0,0.0,0.0,3.75,3.75,0.0,21.0,0.0,1.0,beverages,,unknown,unmatched
174817,alcoholic beverage,"alcoholic beverage, distilled, rum, 80 proof",231.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,5.0,alcoholic beverage,,unknown,unmatched
174818,alcoholic beverage,"alcoholic beverage, distilled, vodka, 80 proof",231.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,alcoholic beverage,,unknown,unmatched
174819,alcoholic beverage,"alcoholic beverage, distilled, whiskey, 86 proof",250.0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,3.0,alcoholic beverage,,unknown,unmatched
174820,beverages,"beverages, almond milk, chocolate, ready-to-drink",50.0,0.63,1.25,9.38,8.75,0.4,71.0,75.0,19.0,beverages,,unknown,unmatched
174821,beverages,"beverages, energy drink with carbonated water and high fructose corn syrup",62.0,0.42,0.0,15.0,13.75,0.0,48.0,10.0,0.0,beverages,,unknown,unmatched
174822,beverages,"beverages, energy drink, sugar free",4.0,0.42,0.0,0.42,0.0,0.0,42.0,0.0,0.0,beverages,,unknown,unmatched
174823,beverages,"beverages, abbott, ensure, nutritional shake, ready-to-drink",105.0,3.8,2.53,16.88,9.7,0.0,84.0,156.0,105.0,beverages,,unknown,unmatched
174824,beverages,"beverages, chocolate powder, no sugar added",350.0,9.09,4.5,68.31,27.27,9.1,500.0,1705.0,500.0,beverages,,unknown,unmatched
174825,beverages,"beverages, zevia, cola",0.0,0.0,0.0,1.13,0.0,0.0,6.0,0.0,0.0,beverages,,unknown,unmatched
174826,beverages,"beverages, zevia, cola, caffeine free",0.0,0.0,0.0,1.13,0.0,0.0,6.0,0.0,0.0,beverages,,unknown,unmatched
174827,beverages,"beverages, gerolsteiner brunnen gmbh & co. kg,gerolsteiner naturally sparkling mineral water,",0.0,0.0,0.0,0.0,0.0,0.0,13.0,2.0,0.0,beverages,,unknown,unmatched
174828,beverages,"beverages, yellow green colored citrus soft drink with caffeine",49.0,0.0,0.0,12.83,12.9,0.0,18.0,2.0,0.0,beverages,,unknown,unmatched
174829,beverages,"beverages, v8 splash smoothies, strawberry banana",37.0,1.22,0.0,8.16,7.35,0.0,29.0,24.0,,beverages,,unknown,unmatched
174830,beverages,"beverages, v8 splash smoothies, tropical colada",41.0,1.22,0.0,8.54,7.32,0.4,20.0,24.0,,beverages,,unknown,unmatched
174831,beverages,"beverages, coconut water, ready-to-drink, unsweetened",18.0,0.22,0.0,4.24,3.92,0.0,26.0,165.0,5.0,beverages,,unknown,unmatched
174832,beverages,"beverages, almond milk, unsweetened, shelf stable",15.0,0.4,0.96,1.31,0.81,0.2,72.0,67.0,9.0,beverages,,unknown,unmatched
174833,alcoholic beverage,"alcoholic beverage, wine, table, red, cabernet sauvignon",83.0,0.07,0.0,2.6,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174834,alcoholic beverage,"alcoholic beverage, wine, table, red, cabernet franc",83.0,0.07,0.0,2.45,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174835,alcoholic beverage,"alcoholic beverage, wine, table, red, pinot noir",82.0,0.07,0.0,2.31,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174836,alcoholic beverage,"alcoholic beverage, wine, table, red, syrah",83.0,0.07,0.0,2.58,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174837,alcoholic beverage,"alcoholic beverage, wine, table, white",82.0,0.07,0.0,2.6,0.96,0.0,5.0,71.0,18.0,alcoholic beverage,,unknown,unmatched
174838,alcoholic beverage,"alcoholic beverage, wine, table, red, lemberger",80.0,0.07,0.0,2.46,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174839,alcoholic beverage,"alcoholic beverage, wine, table, red, sangiovese",86.0,0.07,0.0,2.62,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174840,alcoholic beverage,"alcoholic beverage, wine, table, red, carignane",74.0,0.07,0.0,2.4,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174841,alcoholic beverage,"alcoholic beverage, wine, table, white, pinot gris (grigio)",83.0,0.07,0.0,2.06,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174842,beverages,"beverages, carbonated, club soda",0.0,0.0,0.0,0.0,0.0,0.0,21.0,2.0,0.0,beverages,,unknown,unmatched
174843,alcoholic beverage,"alcoholic beverage, wine, table, white, gewurztraminer",81.0,0.07,0.0,2.6,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174844,alcoholic beverage,"alcoholic beverage, wine, table, white, late harvest, gewurztraminer",108.0,0.07,0.0,11.39,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174845,alcoholic beverage,"alcoholic beverage, wine, table, white, semillon",82.0,0.07,0.0,3.12,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174846,beverages,"beverages, carbonated, ginger ale",34.0,0.0,0.0,8.76,8.9,0.0,7.0,1.0,0.0,beverages,,unknown,unmatched
174847,beverages,"beverages, nestea, tea, black, ready-to-drink, lemon",36.0,0.0,0.0,9.09,9.09,0.0,21.0,19.0,36.0,beverages,,unknown,unmatched
174848,alcoholic beverage,"alcoholic beverage, wine, table, white, pinot blanc",81.0,0.07,0.0,1.94,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174849,alcoholic beverage,"alcoholic beverage, wine, table, white, muscat",82.0,0.07,0.0,5.23,0.0,0.0,,,,alcoholic beverage,,unknown,unmatched
174850,beverages,"beverages, carbonated, low calorie, cola or pepper-type, with aspartame, without caffeine",1.0,0.12,0.0,0.12,0.0,0.0,4.0,7.0,10.0,beverages,,unknown,unmatched
174851,beverages,"beverages, carbonated, cola, without caffeine",41.0,0.0,0.0,10.58,10.58,0.0,4.0,3.0,11.0,beverages,,unknown,unmatched
174852,beverages,"beverages, carbonated, cola, regular",42.0,0.0,0.25,10.36,9.94,0.0,3.0,5.0,9.0,beverages,,unknown,unmatched
174853,beverages,"beverages, carbonated, reduced sugar, cola, contains caffeine and sweeteners",20.0,0.0,0.0,5.16,5.16,0.0,4.0,3.0,11.0,beverages,,unknown,unmatched
174854,beverages,"beverages, carbonated, orange",48.0,0.0,0.0,12.3,0.0,0.0,12.0,2.0,1.0,beverages,,unknown,unmatched
174855,beverages,"beverages, tea, black, ready-to-drink, peach, diet",1.0,0.0,0.0,0.25,0.0,0.0,5.0,12.0,1.0,beverages,,unknown,unmatched
174856,beverages,"beverages, ocean spray, ruby red cranberry",45.0,0.07,0.01,11.58,11.02,0.6,11.0,39.0,4.0,beverages,,unknown,unmatched
174857,beverages,"beverages, motts, apple juice light, fortified with vitamin c",22.0,0.0,0.1,5.1,4.8,0.0,13.0,51.0,,beverages,,unknown,unmatched
174858,beverages,"beverages, lemonade, powder",376.0,0.0,1.05,97.57,94.7,0.4,51.0,147.0,4.0,beverages,,unknown,unmatched
174859,lemonade,"lemonade, powder, prepared with water",14.0,0.0,0.04,3.59,3.5,0.0,6.0,6.0,0.0,lemonade,,unknown,unmatched
174860,beverages,"beverages, lemonade-flavor drink, powder",380.0,0.0,1.01,97.9,97.15,0.0,130.0,39.0,99.0,beverages,,unknown,unmatched
174861,beverages,"beverages, lemonade-flavor drink, powder, prepared with water",27.0,0.0,0.07,6.9,6.87,0.0,13.0,3.0,7.0,beverages,,unknown,unmatched
174862,limeade,"limeade, frozen concentrate, prepared with water",52.0,0.0,0.0,13.79,13.27,0.0,3.0,10.0,1.0,limeade,,unknown,unmatched
174863,malt beverage,"malt beverage, includes non-alcoholic beer",37.0,0.21,0.12,8.05,8.05,0.0,13.0,8.0,16.0,malt beverage,,unknown,unmatched
174864,beverages,"beverages, ovaltine, classic malt powder",372.0,0.0,0.0,93.33,63.64,0.0,636.0,0.0,0.0,beverages,,unknown,unmatched
174865,beverages,"beverages, malted drink mix, chocolate, with added nutrients, powder, prepared with whole milk",87.0,3.29,3.26,11.19,10.49,0.4,87.0,217.0,109.0,beverages,,unknown,unmatched
174866,beverages,"beverages, malted drink mix, chocolate, powder",411.0,5.1,4.76,86.94,66.67,4.8,190.0,618.0,175.0,beverages,,unknown,unmatched
174867,beverages,"beverages, malted drink mix, chocolate, powder, prepared with whole milk",85.0,3.37,3.29,11.2,6.68,0.5,60.0,172.0,91.0,beverages,,unknown,unmatched
174868,beverages,"beverages, orange drink, canned, with added vitamin c",49.0,0.0,0.07,12.34,11.03,0.0,3.0,18.0,1.0,beverages,,unknown,unmatched
174869,strawberry-flavor beverage mix,"strawberry-flavor beverage mix, powder",389.0,0.1,0.2,99.1,95.45,0.0,38.0,6.0,5.0,strawberry-flavor beverage mix,,unknown,unmatched
174870,beverages,"beverages, strawberry-flavor beverage mix, powder, prepared with whole milk",88.0,3.0,3.1,12.3,0.0,0.0,48.0,139.0,86.0,beverages,,unknown,unmatched
174871,beverages,"beverages, tea, black, brewed, prepared with tap water, decaffeinated",1.0,0.0,0.0,0.3,0.0,0.0,3.0,37.0,1.0,beverages,,unknown,unmatched
174872,beverages,"beverages, tea, instant, decaffeinated, unsweetened",315.0,20.21,0.0,58.66,5.53,8.5,72.0,6040.0,239.0,beverages,,unknown,unmatched
174873,beverages,"beverages, tea, instant, unsweetened, prepared with water",1.0,0.06,0.0,0.17,0.02,0.0,4.0,18.0,1.0,beverages,,unknown,unmatched
174879,veal,"veal, ground, cooked, pan-fried",215.0,25.83,11.78,1.51,0.0,0.0,146.0,245.0,231.0,veal,,unknown,unmatched
174880,veal,"veal, leg, top round, cap off, cutlet, boneless, cooked, grilled",151.0,31.89,2.63,0.0,0.0,0.0,88.0,323.0,277.0,veal,,unknown,unmatched
174881,veal,"veal, shoulder, blade chop, separable lean only, cooked, grilled",159.0,27.33,5.53,0.0,0.0,0.0,113.0,245.0,253.0,veal,,unknown,unmatched
174882,veal,"veal, external fat only, raw",503.0,8.85,51.6,0.89,0.0,0.0,89.0,107.0,133.0,veal,,unknown,unmatched
174883,veal,"veal, external fat only, cooked",540.0,15.28,53.23,0.0,0.0,0.0,103.0,152.0,168.0,veal,,unknown,unmatched
174884,veal,"veal, seam fat only, raw",444.0,12.53,43.75,0.0,0.0,0.0,89.0,179.0,150.0,veal,,unknown,unmatched
174899,bagels,"bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame)",264.0,10.56,1.32,52.38,8.43,1.6,422.0,107.0,99.0,bagels,,unknown,unmatched
174900,bagels,"bagels, plain, enriched, with calcium propionate (includes onion, poppy, sesame), toasted",287.0,11.14,1.43,57.39,9.14,1.8,457.0,116.0,92.0,bagels,,unknown,unmatched
174901,bagels,"bagels, egg",278.0,10.6,2.1,53.0,0.0,2.3,505.0,68.0,84.0,bagels,,unknown,unmatched
174902,biscuits,"biscuits, plain or buttermilk, dry mix",428.0,8.0,15.4,63.4,11.65,2.1,1276.0,163.0,585.0,biscuits,,unknown,unmatched
174903,biscuits,"biscuits, plain or buttermilk, dry mix, prepared",335.0,7.3,12.1,48.4,0.0,1.8,955.0,188.0,470.0,biscuits,,unknown,unmatched
174904,biscuits,"biscuits, plain or buttermilk, refrigerated dough, lower fat",270.0,6.7,7.83,43.7,7.18,2.0,828.0,159.0,400.0,biscuits,,unknown,unmatched
174905,biscuits,"biscuits, plain or buttermilk, refrigerated dough, lower fat, baked",319.0,7.8,9.1,51.6,8.14,2.3,962.0,185.0,465.0,biscuits,,unknown,unmatched
174906,bread,"bread, banana, prepared from recipe, made with margarine",326.0,4.3,10.5,54.6,0.0,1.1,302.0,134.0,58.0,bread,,unknown,unmatched
174907,bread,"bread, boston brown, canned",195.0,5.2,1.5,43.3,2.42,4.7,631.0,318.0,112.0,bread,,unknown,unmatched
174908,bread,"bread, cornbread, dry mix, enriched (includes corn muffin mix)",418.0,7.0,12.2,69.5,20.34,6.5,817.0,113.0,489.0,bread,,unknown,unmatched
174909,bread,"bread, cornbread, dry mix, prepared with 2% milk, 80% margarine, and eggs",330.0,6.59,9.58,54.46,16.05,2.3,599.0,133.0,391.0,bread,,unknown,unmatched
174910,bread,"bread, cornbread, prepared from recipe, made with low fat (2%) milk",266.0,6.7,7.1,43.5,0.0,0.0,658.0,147.0,169.0,bread,,unknown,unmatched
174911,bread,"bread, french or vienna, toasted (includes sourdough)",319.0,13.0,2.14,61.93,3.59,3.1,720.0,140.0,126.0,bread,,unknown,unmatched
174912,bread,"bread, irish soda, prepared from recipe",290.0,6.6,5.0,56.0,0.0,2.6,398.0,266.0,114.0,bread,,unknown,unmatched
174913,bread,"bread, italian",259.0,9.49,2.73,48.11,4.69,2.1,618.0,124.0,95.0,bread,,unknown,unmatched
174914,bread,"bread, multi-grain, toasted (includes whole-grain)",288.0,14.52,4.6,47.11,6.94,8.1,414.0,250.0,247.0,bread,,unknown,unmatched
174915,bread,"bread, pita, white, enriched",275.0,9.1,1.2,55.7,1.3,2.2,536.0,120.0,97.0,bread,,unknown,unmatched
174916,bread,"bread, pita, whole-wheat",262.0,9.8,1.71,55.89,2.87,6.1,421.0,170.0,180.0,bread,,unknown,unmatched
174917,bread,"bread, protein (includes gluten)",245.0,12.1,2.2,43.8,1.44,3.0,404.0,322.0,185.0,bread,,unknown,unmatched
174918,bread,"bread, pumpernickel",250.0,8.7,3.1,47.5,0.53,6.5,596.0,208.0,178.0,bread,,unknown,unmatched
174919,bread,"bread, reduced-calorie, oatmeal",210.0,7.6,3.5,43.3,0.0,0.0,388.0,124.0,100.0,bread,,unknown,unmatched
174920,bread,"bread, reduced-calorie, rye",203.0,9.1,2.9,40.5,2.29,12.0,513.0,98.0,78.0,bread,,unknown,unmatched
174921,bread,"bread, reduced-calorie, wheat",217.0,13.32,2.92,42.47,3.71,11.1,332.0,150.0,149.0,bread,,unknown,unmatched
174922,bread,"bread, reduced-calorie, white",207.0,8.7,2.5,44.3,4.76,9.7,479.0,76.0,121.0,bread,,unknown,unmatched
174923,bread,"bread, rice bran",243.0,8.9,4.6,43.5,4.67,4.9,269.0,215.0,178.0,bread,,unknown,unmatched
174924,bread,"bread, white, commercially prepared (includes soft bread crumbs)",266.0,8.85,3.33,49.42,5.67,2.7,490.0,126.0,98.0,bread,,unknown,unmatched
174925,bread,"bread, white, commercially prepared, toasted",290.0,9.0,4.0,54.5,6.2,2.9,537.0,131.0,103.0,bread,,unknown,unmatched
